symbol,companyName,industry,isin,sector,basic_industry
KANORICHEM,Kanoria Chemicals & Industries Limited,Industrial Products,INE138C01024,Capital Goods,Glass - Industrial
KANORICHEM,Kanoria Chemicals & Industries Limited,Industrial Products,INE138C01024,Capital Goods,"Aluminium, Copper & Zinc Products"
KANORICHEM,Kanoria Chemicals & Industries Limited,Industrial Products,INE138C01024,Capital Goods,Iron & Steel Products
KANORICHEM,Kanoria Chemicals & Industries Limited,Industrial Products,INE138C01024,Capital Goods,Abrasives & Bearings
KANORICHEM,Kanoria Chemicals & Industries Limited,Industrial Products,INE138C01024,Capital Goods,"Compressors, Pumps & Diesel Engines"
KANORICHEM,Kanoria Chemicals & Industries Limited,Industrial Products,INE138C01024,Capital Goods,Electrodes & Refractories
THEMISMED,Themis Medicare Limited,Pharmaceuticals,INE083B01024,Healthcare,Pharmaceuticals
KNAGRI,KN Agri Resources Limited,Edible Oil,INE0KNW01016,,
BHAGYANGR,Bhagyanagar India Limited,Copper,INE458B01036,,
LFIC,Lakshmi Finance & Industrial Corporation Limited,Investment Company,INE850E01012,,
PPL,Prakash Pipes Limited,Plastic Products - Industrial,INE050001010,,
VIPCLOTHNG,VIP Clothing Limited,Garments & Apparels,INE450G01024,,
JINDALPHOT,Jindal Photo Limited,Investment Company,INE796G01012,,
SUDEEPPHRM,Sudeep Pharma Limited,Pharmaceuticals,INE0QPI01025,Healthcare,Pharmaceuticals
GVPIL,GE Power India Limited,Heavy Electrical Equipment,INE878A01011,,
UDS,Updater Services Limited,Diversified Commercial Services,INE851I01011,Metals & Mining,Diversified Metals
JTLIND,JTL INDUSTRIES LIMITED,Iron & Steel Products,INE391J01032,,
AMBALALSA,Ambalal Sarabhai Enterprises Limited,Pharmaceuticals,INE432A01017,Healthcare,Pharmaceuticals
USK,Udayshivakumar Infra Limited,Civil Construction,INE0N0Y01013,,
DEVIT,Dev Information Technology Limited,IT Enabled Services,INE060X01034,,
KPEL,K.P. Energy Limited,Power Generation,INE127T01021,,
SHILPAMED,Shilpa Medicare Limited,Pharmaceuticals,INE790G01031,Healthcare,Pharmaceuticals
ADVAIT,Advait Energy Transitions Limited,Other Electrical Equipment,INE0ALI01010,,
SWANDEF,Swan Defence and Heavy Industries Limited,Ship Building & Allied Services,INE542F01020,,
VINNY,Vinny Overseas Limited,Garments & Apparels,INE01KI01027,,
SHOPERSTOP,Shoppers Stop Limited,Diversified Retail,INE498B01024,Metals & Mining,Diversified Metals
UTLSOLAR,Fujiyama Power Systems Limited,Other Electrical Equipment,INE12UR01024,,
VINYLINDIA,Vinyl Chemicals (India) Limited,Trading - Chemicals,INE250B01029,,
VIVIDHA,Visagar Polytex Limited,Garments & Apparels,INE370E01029,,
BAJAJST,Bajaj Steel Industries Limited,Industrial Products,INE704G01024,Capital Goods,Cables - Electricals
BAJAJST,Bajaj Steel Industries Limited,Industrial Products,INE704G01024,Capital Goods,Castings & Forgings
BAJAJST,Bajaj Steel Industries Limited,Industrial Products,INE704G01024,Capital Goods,Packaging
BAJAJST,Bajaj Steel Industries Limited,Industrial Products,INE704G01024,Capital Goods,Plastic Products - Industrial
BAJAJST,Bajaj Steel Industries Limited,Industrial Products,INE704G01024,Capital Goods,Rubber
BAJAJST,Bajaj Steel Industries Limited,Industrial Products,INE704G01024,Capital Goods,Other Industrial Products
BAJAJST,Bajaj Steel Industries Limited,Industrial Products,INE704G01024,Capital Goods,Glass - Industrial
BAJAJST,Bajaj Steel Industries Limited,Industrial Products,INE704G01024,Capital Goods,"Aluminium, Copper & Zinc Products"
BAJAJST,Bajaj Steel Industries Limited,Industrial Products,INE704G01024,Capital Goods,Iron & Steel Products
BAJAJST,Bajaj Steel Industries Limited,Industrial Products,INE704G01024,Capital Goods,Abrasives & Bearings
BAJAJST,Bajaj Steel Industries Limited,Industrial Products,INE704G01024,Capital Goods,"Compressors, Pumps & Diesel Engines"
BAJAJST,Bajaj Steel Industries Limited,Industrial Products,INE704G01024,Capital Goods,Electrodes & Refractories
MAHLOG,Mahindra Logistics Limited,Logistics Solution Provider,INE766P01016,,
APLLTD,Alembic Pharmaceuticals Limited,Pharmaceuticals,INE901L01018,Healthcare,Pharmaceuticals
BETA,Beta Drugs Limited,Pharmaceuticals,INE351Y01019,Healthcare,Pharmaceuticals
ALANKIT,Alankit Limited,Diversified Commercial Services,INE914E01040,Metals & Mining,Diversified Metals
THEINVEST,The Investment Trust Of India Limited,Other Financial Services,INE924D01017,,
YASHO,Yasho Industries Limited,Specialty Chemicals,INE616Z01012,,
EQUITASBNK,Equitas Small Finance Bank Limited,Other Bank,INE063P01018,,
NILASPACES,Nila Spaces Limited,Residential Commercial Projects,INE00S901012,,
NEXTMEDIA,Next Mediaworks Limited,Media & Entertainment,INE747B01016,,
NOIDATOLL,Noida Toll Bridge Company Limited,Road Assets - Toll Annuity Hybrid-Annuity,INE781B01015,,
TIGERLOGS,Tiger Logistics (India) Limited,Logistics Solution Provider,INE906O01029,,
KRN,KRN Heat Exchanger and Refrigeration Limited,Other Industrial Products,INE0Q3J01015,,
MANAKSIA,Manaksia Limited,Iron & Steel Products,INE015D01022,,
RUSHIL,Rushil Decor Limited,Plywood Boards/ Laminates,INE573K01025,,
PROZONER,Prozone Realty Limited,Residential Commercial Projects,INE195N01013,,
MERCANTILE,Mercantile Ventures Limited,Diversified Commercial Services,INE689O01013,Metals & Mining,Diversified Metals
OMINFRAL,OM INFRA LIMITED,Civil Construction,INE239D01028,,
IFBAGRO,IFB Agro Industries Limited,Breweries & Distilleries,INE076C01018,,
RACLGEAR,RACL Geartech Limited,Auto Components & Equipments,INE704B01017,Automobile and Auto Components,Auto Components & Equipments
NPST,Network People Services Technologies Limited,Financial Technology (Fintech),INE0FFK01017,Financial Services,Financial Technology (Fintech)
FILATEX,Filatex India Limited,Other Textile Products,INE816B01035,,
SAURASHCEM,Saurashtra Cement Limited,Cement & Cement Products,INE626A01014,Construction Materials,Cement & Cement Products
KUANTUM,Kuantum Papers Limited,Paper & Paper Products,INE529I01021,,
PARACABLES,Paramount Communications Limited,Cables - Electricals,INE074B01023,,
ORIENTBELL,Orient Bell Limited,Ceramics,INE607D01018,,
PRSMJOHNSN,Prism Johnson Limited,Cement & Cement Products,INE010A01011,Construction Materials,Cement & Cement Products
ADOR,Ador Welding Limited,Other Industrial Products,INE045A01017,,
RELIABLE,Reliable Data Services Limited,Other Financial Services,INE375Y01018,,
GSPCROP,GSP Crop Science Limited,Pesticides & Agrochemicals,INE713R01022,,
IRISDOREME,Iris Clothings Limited,Garments & Apparels,INE01GN01025,,
ROSSTECH,Rossell Techsys Limited,Aerospace & Defense,INE0OJW01016,Capital Goods,Aerospace & Defense
KPL,Kwality Pharmaceuticals Limited,Pharmaceuticals,INE552U01010,Healthcare,Pharmaceuticals
MODIS,Modis Navnirman Limited,Residential Commercial Projects,INE0L0L01012,,
BNAGROCHEM,BN Agrochem Limited,Trading & Distributors,INE00HZ01011,,
INFOBEAN,InfoBeans Technologies Limited,Computers - Software & Consulting,INE344S01016,,
GATEWAY,Gateway Distriparks Limited,Logistics Solution Provider,INE079J01017,,
INNOVACAP,Innova Captab Limited,Pharmaceuticals,INE0DUT01020,Healthcare,Pharmaceuticals
BCLIND,Bcl Industries Limited,Breweries & Distilleries,INE412G01024,,
CHEMPLASTS,Chemplast Sanmar Limited,Specialty Chemicals,INE488A01050,,
JINDWORLD,Jindal Worldwide Limited,Other Textile Products,INE247D01039,,
KAMATHOTEL,Kamat Hotels (I) Limited,Hotels & Resorts,INE967C01018,,
ASHIANA,Ashiana Housing Limited,Residential Commercial Projects,INE365D01021,,
GTPL,GTPL Hathway Limited,TV Broadcasting & Software Production,INE869I01013,,
SIMBHALS,Simbhaoli Sugars Limited,Sugar,INE748T01016,,
KOLTEPATIL,Kolte - Patil Developers Limited,Residential Commercial Projects,INE094I01018,,
MMP,MMP Industries Limited,Aluminium,INE511Y01018,,
DECNGOLD,Deccan Gold Mines Limited,Precious Metals,INE945F01025,,
ALKALI,Alkali Metals Limited,Specialty Chemicals,INE773I01017,,
KALYANIFRG,Kalyani Forge Limited,Castings & Forgings,INE314G01014,,
SCILAL,Shipping Corporation of India Land and Assets Limited,Investment Company,INE0PB301013,,
SATIN,Satin Creditcare Network Limited,Microfinance Institutions,INE836B01017,,
SPECTRUM,Spectrum Electrical Industries Limited,Industrial Products,INE01EO01010,Capital Goods,Cables - Electricals
SPECTRUM,Spectrum Electrical Industries Limited,Industrial Products,INE01EO01010,Capital Goods,Castings & Forgings
SPECTRUM,Spectrum Electrical Industries Limited,Industrial Products,INE01EO01010,Capital Goods,Packaging
SPECTRUM,Spectrum Electrical Industries Limited,Industrial Products,INE01EO01010,Capital Goods,Plastic Products - Industrial
SPECTRUM,Spectrum Electrical Industries Limited,Industrial Products,INE01EO01010,Capital Goods,Rubber
SPECTRUM,Spectrum Electrical Industries Limited,Industrial Products,INE01EO01010,Capital Goods,Other Industrial Products
SPECTRUM,Spectrum Electrical Industries Limited,Industrial Products,INE01EO01010,Capital Goods,Glass - Industrial
SPECTRUM,Spectrum Electrical Industries Limited,Industrial Products,INE01EO01010,Capital Goods,"Aluminium, Copper & Zinc Products"
SPECTRUM,Spectrum Electrical Industries Limited,Industrial Products,INE01EO01010,Capital Goods,Iron & Steel Products
SPECTRUM,Spectrum Electrical Industries Limited,Industrial Products,INE01EO01010,Capital Goods,Abrasives & Bearings
SPECTRUM,Spectrum Electrical Industries Limited,Industrial Products,INE01EO01010,Capital Goods,"Compressors, Pumps & Diesel Engines"
SPECTRUM,Spectrum Electrical Industries Limited,Industrial Products,INE01EO01010,Capital Goods,Electrodes & Refractories
KCPSUGIND,KCP Sugar and Industries Corporation Limited,Sugar,INE790B01024,,
STOVEKRAFT,Stove Kraft Limited,Household Appliances,INE00IN01015,Fast Moving Consumer Goods,Household Products
GUJTHEM,Gujarat Themis Biosyn Limited,Pharmaceuticals,INE942C01045,Healthcare,Pharmaceuticals
MUFTI,Credo Brands Marketing Limited,Speciality Retail,INE220Q01020,,
CPPLUS,Aditya Infotech Limited,Industrial Products,INE819V01029,Capital Goods,Cables - Electricals
CPPLUS,Aditya Infotech Limited,Industrial Products,INE819V01029,Capital Goods,Castings & Forgings
CPPLUS,Aditya Infotech Limited,Industrial Products,INE819V01029,Capital Goods,Packaging
CPPLUS,Aditya Infotech Limited,Industrial Products,INE819V01029,Capital Goods,Plastic Products - Industrial
CPPLUS,Aditya Infotech Limited,Industrial Products,INE819V01029,Capital Goods,Rubber
CPPLUS,Aditya Infotech Limited,Industrial Products,INE819V01029,Capital Goods,Other Industrial Products
CPPLUS,Aditya Infotech Limited,Industrial Products,INE819V01029,Capital Goods,Glass - Industrial
CPPLUS,Aditya Infotech Limited,Industrial Products,INE819V01029,Capital Goods,"Aluminium, Copper & Zinc Products"
CPPLUS,Aditya Infotech Limited,Industrial Products,INE819V01029,Capital Goods,Iron & Steel Products
CPPLUS,Aditya Infotech Limited,Industrial Products,INE819V01029,Capital Goods,Abrasives & Bearings
CPPLUS,Aditya Infotech Limited,Industrial Products,INE819V01029,Capital Goods,"Compressors, Pumps & Diesel Engines"
CPPLUS,Aditya Infotech Limited,Industrial Products,INE819V01029,Capital Goods,Electrodes & Refractories
TNPETRO,Tamilnadu PetroProducts Limited,Petrochemicals,INE148A01019,Chemicals,Commodity Chemicals
PRAVEG,Praveg Limited,Hotels & Resorts,INE722B01019,,
KEEPLEARN,DSJ Keep Learning Limited,Education,INE055C01020,,
SKFINDIA,SKF India Limited,Auto Components & Equipments,INE640A01023,Automobile and Auto Components,Auto Components & Equipments
RAJOOENG,Rajoo Engineers Limited,Industrial Products,INE535F01024,Capital Goods,Cables - Electricals
RAJOOENG,Rajoo Engineers Limited,Industrial Products,INE535F01024,Capital Goods,Castings & Forgings
RAJOOENG,Rajoo Engineers Limited,Industrial Products,INE535F01024,Capital Goods,Packaging
RAJOOENG,Rajoo Engineers Limited,Industrial Products,INE535F01024,Capital Goods,Plastic Products - Industrial
RAJOOENG,Rajoo Engineers Limited,Industrial Products,INE535F01024,Capital Goods,Rubber
RAJOOENG,Rajoo Engineers Limited,Industrial Products,INE535F01024,Capital Goods,Other Industrial Products
RAJOOENG,Rajoo Engineers Limited,Industrial Products,INE535F01024,Capital Goods,Glass - Industrial
RAJOOENG,Rajoo Engineers Limited,Industrial Products,INE535F01024,Capital Goods,"Aluminium, Copper & Zinc Products"
RAJOOENG,Rajoo Engineers Limited,Industrial Products,INE535F01024,Capital Goods,Iron & Steel Products
RAJOOENG,Rajoo Engineers Limited,Industrial Products,INE535F01024,Capital Goods,Abrasives & Bearings
RAJOOENG,Rajoo Engineers Limited,Industrial Products,INE535F01024,Capital Goods,"Compressors, Pumps & Diesel Engines"
RAJOOENG,Rajoo Engineers Limited,Industrial Products,INE535F01024,Capital Goods,Electrodes & Refractories
FINOPB,Fino Payments Bank Limited,Other Bank,INE02NC01014,,
NATHBIOGEN,Nath Bio-Genes (India) Limited,Other Agricultural Products,INE448G01010,,
CONSOFINVT,Consolidated Finvest & Holdings Limited,Investment Company,INE025A01027,,
PLATIND,Platinum Industries Limited,Specialty Chemicals,INE0PT501018,,
BHARATWIRE,Bharat Wire Ropes Limited,Iron & Steel Products,INE316L01019,,
TATACAP,Tata Capital Limited,Non Banking Financial Company (NBFC),INE976I01016,,
SIGIND,Signet Industries Limited,Trading & Distributors,INE529F01035,,
VALIANTORG,Valiant Organics Limited,Specialty Chemicals,INE565V01010,,
JIOFIN,Jio Financial Services Limited,Investment Company,INE758E01017,,
TIPSMUSIC,Tips Music Limited,Media & Entertainment,INE716B01029,,
VSTTILLERS,V.S.T Tillers Tractors Limited,Tractors,INE764D01017,,
STCINDIA,The State Trading Corporation of India Limited,Trading & Distributors,INE655A01013,,
BUTTERFLY,Butterfly Gandhimathi Appliances Limited,Household Appliances,INE295F01017,Fast Moving Consumer Goods,Household Products
COASTCORP,Coastal Corporation Limited,Seafood,INE377E01024,,
NOCIL,NOCIL Limited,Specialty Chemicals,INE163A01018,,
HILTON,Hilton Metal Forging Limited,Castings & Forgings,INE788H01017,,
TRUALT,TruAlt Bioenergy Limited,Other Agricultural Products,INE0MWH01014,,
GEEKAYWIRE,Geekay Wires Limited,Iron & Steel Products,INE669X01032,,
DHANUKA,Dhanuka Agritech Limited,Pesticides & Agrochemicals,INE435G01025,,
PROSTARM,Prostarm Info Systems Limited,Other Electrical Equipment,INE0BX301013,,
INDIQUBE,Indiqube Spaces Limited,Diversified Commercial Services,INE06ST01018,Metals & Mining,Diversified Metals
ANMOL,Anmol India Limited,Trading - Coal,INE02AR01019,,
DENEERS,De Neers Tools Limited,Iron & Steel Products,INE0JWV01011,,
FRONTSP,Frontier Springs Limited,Auto Components & Equipments,INE572D01014,Automobile and Auto Components,Auto Components & Equipments
NAVKARURB,Navkar Urbanstructure Limited,Civil Construction,INE268H01044,,
DCAL,Dishman Carbogen Amcis Limited,Pharmaceuticals,INE385W01011,Healthcare,Pharmaceuticals
RPTECH,Rashi Peripherals Limited,Computers Hardware & Equipments,INE0J1F01024,,
SOUTHWEST,South West Pinnacle Exploration Limited,Diversified Commercial Services,INE980Y01015,Metals & Mining,Diversified Metals
DPABHUSHAN,D. P. Abhushan Limited,Gems Jewellery And Watches,INE266Y01019,,
NAGAFERT,Nagarjuna Fertilizers and Chemicals Limited,Fertilizers,INE454M01024,Chemicals,Fertilizers
SHREDIGCEM,Shree Digvijay Cement Co.Ltd,Cement & Cement Products,INE232A01011,Construction Materials,Cement & Cement Products
PARAS,Paras Defence and Space Technologies Limited,Aerospace & Defense,INE045601023,Capital Goods,Aerospace & Defense
EVEREADY,Eveready Industries India Limited,Household Products,INE128A01029,Fast Moving Consumer Goods,Household Products
EVEREADY,Eveready Industries India Limited,Household Products,INE128A01029,Fast Moving Consumer Goods,Stationary
JASH,Jash Engineering Limited,Industrial Products,INE039O01029,Capital Goods,Cables - Electricals
JASH,Jash Engineering Limited,Industrial Products,INE039O01029,Capital Goods,Castings & Forgings
JASH,Jash Engineering Limited,Industrial Products,INE039O01029,Capital Goods,Packaging
JASH,Jash Engineering Limited,Industrial Products,INE039O01029,Capital Goods,Plastic Products - Industrial
JASH,Jash Engineering Limited,Industrial Products,INE039O01029,Capital Goods,Rubber
JASH,Jash Engineering Limited,Industrial Products,INE039O01029,Capital Goods,Other Industrial Products
JASH,Jash Engineering Limited,Industrial Products,INE039O01029,Capital Goods,Glass - Industrial
JASH,Jash Engineering Limited,Industrial Products,INE039O01029,Capital Goods,"Aluminium, Copper & Zinc Products"
JASH,Jash Engineering Limited,Industrial Products,INE039O01029,Capital Goods,Iron & Steel Products
JASH,Jash Engineering Limited,Industrial Products,INE039O01029,Capital Goods,Abrasives & Bearings
JASH,Jash Engineering Limited,Industrial Products,INE039O01029,Capital Goods,"Compressors, Pumps & Diesel Engines"
JASH,Jash Engineering Limited,Industrial Products,INE039O01029,Capital Goods,Electrodes & Refractories
GANESHBE,Ganesh Benzoplast Limited,Oil Storage & Transportation,INE388A01029,,
AVADHSUGAR,Avadh Sugar & Energy Limited,Sugar,INE349W01017,,
SETL,Standard Engineering Technology Limited,Industrial Products,INE0M4D01010,Capital Goods,Cables - Electricals
SETL,Standard Engineering Technology Limited,Industrial Products,INE0M4D01010,Capital Goods,Castings & Forgings
SETL,Standard Engineering Technology Limited,Industrial Products,INE0M4D01010,Capital Goods,Packaging
SETL,Standard Engineering Technology Limited,Industrial Products,INE0M4D01010,Capital Goods,Plastic Products - Industrial
SETL,Standard Engineering Technology Limited,Industrial Products,INE0M4D01010,Capital Goods,Rubber
SETL,Standard Engineering Technology Limited,Industrial Products,INE0M4D01010,Capital Goods,Other Industrial Products
SETL,Standard Engineering Technology Limited,Industrial Products,INE0M4D01010,Capital Goods,Glass - Industrial
SETL,Standard Engineering Technology Limited,Industrial Products,INE0M4D01010,Capital Goods,"Aluminium, Copper & Zinc Products"
SETL,Standard Engineering Technology Limited,Industrial Products,INE0M4D01010,Capital Goods,Iron & Steel Products
