symbol,company_name,sector,industry,exchange
MAGNUM.NS,Magnum Ventures Limited,Basic Materials,"Paper, Lumber & Forest Products",NSE
MALUPAPER.NS,Malu Paper Mills Limited,Basic Materials,"Paper, Lumber & Forest Products",NSE
NRAIL.NS,N R Agarwal Industries Limited,Basic Materials,"Paper, Lumber & Forest Products",NSE
ORIENTPPR.NS,Orient Paper & Industries Limited,Basic Materials,"Paper, Lumber & Forest Products",NSE
PAKKA.NS,Pakka Limited,Basic Materials,"Paper, Lumber & Forest Products",NSE
PDMJEPAPER.NS,Pudumjee Paper Products Limited,Basic Materials,"Paper, Lumber & Forest Products",NSE
RAMANEWS.NS,Shree Rama Newsprint Limited,Basic Materials,"Paper, Lumber & Forest Products",NSE
RUCHIRA.NS,Ruchira Papers Limited,Basic Materials,"Paper, Lumber & Forest Products",NSE
SATIA.NS,Satia Industries Limited,Basic Materials,"Paper, Lumber & Forest Products",NSE
SESHAPAPER.NS,Seshasayee Paper and Boards Limited,Basic Materials,"Paper, Lumber & Forest Products",NSE
SHRENIK.NS,Shrenik Limited,Basic Materials,"Paper, Lumber & Forest Products",NSE
SHREYANIND.NS,Shreyans Industries Limited,Basic Materials,"Paper, Lumber & Forest Products",NSE
STARPAPER.NS,Star Paper Mills Limited,Basic Materials,"Paper, Lumber & Forest Products",NSE
SUNDARAM.NS,Sundaram Multi Pap Limited,Basic Materials,"Paper, Lumber & Forest Products",NSE
SYLVANPLY.NS,Sylvan Plyboard (India) Ltd.,Basic Materials,"Paper, Lumber & Forest Products",NSE
TNPL.NS,Tamil Nadu Newsprint and Papers Limited,Basic Materials,"Paper, Lumber & Forest Products",NSE
WIPL.NS,The Western India Plywoods Limited,Basic Materials,"Paper, Lumber & Forest Products",NSE
WSTCSTPAPR.NS,West Coast Paper Mills Limited,Basic Materials,"Paper, Lumber & Forest Products",NSE
AEROENTER.NS,Aeroflex Enterprises Limited,Basic Materials,Steel,NSE
AGUL.NS,A G Universal Ltd.,Basic Materials,Steel,NSE
ANKITMETAL.NS,Ankit Metal & Power Ltd.,Basic Materials,Steel,NSE
APLAPOLLO.NS,APL Apollo Tubes Limited,Basic Materials,Steel,NSE
ASHOKAMET.NS,Ashoka Metcast Limited,Basic Materials,Steel,NSE
BANSALWIRE.NS,Bansal Wire Industries Ltd.,Basic Materials,Steel,NSE
BEDMUTHA.NS,Bedmutha Industries Limited,Basic Materials,Steel,NSE
BHARATWIRE.NS,Bharat Wire Ropes Limited,Basic Materials,Steel,NSE
CMNL.NS,Chaman Metallics Ltd.,Basic Materials,Steel,NSE
DEEM.NS,Deem Roll-Tech Ltd.,Basic Materials,Steel,NSE
ELECTCAST.NS,Electrosteel Castings Limited,Basic Materials,Steel,NSE
ELECTHERM.NS,Electrotherm (India) Limited,Basic Materials,Steel,NSE
GALLANTT.NS,Gallantt Ispat Limited,Basic Materials,Steel,NSE
GFSTEELS.NS,Grand Foundry Limited,Basic Materials,Steel,NSE
GOODLUCK.NS,Goodluck India Limited,Basic Materials,Steel,NSE
GPIL.NS,Godawari Power & Ispat Limited,Basic Materials,Steel,NSE
HARIOMPIPE.NS,Hariom Pipe Industries Limited,Basic Materials,Steel,NSE
HISARMETAL.NS,Hisar Metal Industries Limited,Basic Materials,Steel,NSE
HITECH.NS,Hi-Tech Pipes Limited,Basic Materials,Steel,NSE
IMFA.NS,Indian Metals and Ferro Alloys Limited,Basic Materials,Steel,NSE
INCREDIBLE.NS,Incredible Industries Limited,Basic Materials,Steel,NSE
JAIBALAJI.NS,Jai Balaji Industries Limited,Basic Materials,Steel,NSE
JAYNECOIND.NS,Jayaswal Neco Industries Limited,Basic Materials,Steel,NSE
JINDALSAW.NS,Jindal Saw Limited,Basic Materials,Steel,NSE
JINDALSTEL.NS,Jindal Steel & Power Limited,Basic Materials,Steel,NSE
JSL.NS,Jindal Stainless Limited,Basic Materials,Steel,NSE
JSWSTEEL.NS,JSW Steel Limited,Basic Materials,Steel,NSE
JTLIND.NS,JTL Industries Limited,Basic Materials,Steel,NSE
KAMDHENU.NS,Kamdhenu Limited,Basic Materials,Steel,NSE
KAMOPAINTS.NS,Kamdhenu Ventures Limited,Basic Materials,Steel,NSE
KIOCL.NS,KIOCL Limited,Basic Materials,Steel,NSE
KRIDHANINF.NS,Kridhan Infra Limited,Basic Materials,Steel,NSE
KRITIKA.NS,Kritika Wires Limited,Basic Materials,Steel,NSE
KSL.NS,Kalyani Steels Limited,Basic Materials,Steel,NSE
LLOYDSME.NS,Lloyds Metals and Energy Limited,Basic Materials,Steel,NSE
MAHASTEEL.NS,Mahamaya Steel Industries Limited,Basic Materials,Steel,NSE
MAHSEAMLES.NS,Maharashtra Seamless Limited,Basic Materials,Steel,NSE
MAITHANALL.NS,Maithan Alloys Limited,Basic Materials,Steel,NSE
MAL.NS,Mangalam Alloys Ltd.,Basic Materials,Steel,NSE
MANAKSTEEL.NS,Manaksia Steels Limited,Basic Materials,Steel,NSE
MANINDS.NS,Man Industries (India) Limited,Basic Materials,Steel,NSE
MIDHANI.NS,Mishra Dhatu Nigam Limited,Basic Materials,Steel,NSE
MSPL.NS,MSP Steel & Power Limited,Basic Materials,Steel,NSE
MUKANDLTD.NS,Mukand Limited,Basic Materials,Steel,NSE
MWL.NS,Mangalam Worldwide Ltd.,Basic Materials,Steel,NSE
NMDC.NS,NMDC Limited,Basic Materials,Steel,NSE
NSLNISP.NS,NMDC Steel Limited,Basic Materials,Steel,NSE
PRAKASH.NS,Prakash Industries Limited,Basic Materials,Steel,NSE
PRAKASHSTL.NS,Prakash Steelage Limited,Basic Materials,Steel,NSE
RAJRATAN.NS,Rajratan Global Wire Limited,Basic Materials,Steel,NSE
RAMASTEEL.NS,Rama Steel Tubes Limited,Basic Materials,Steel,NSE
RATNAMANI.NS,Ratnamani Metals & Tubes Limited,Basic Materials,Steel,NSE
RATNAVEER.NS,Ratnaveer Precision Engineering Limited,Basic Materials,Steel,NSE
RHETAN.NS,Rhetan TMT Ltd.,Basic Materials,Steel,NSE
SAIL.NS,Steel Authority of India Limited,Basic Materials,Steel,NSE
SALASAR.NS,Salasar Techno Engineering Limited,Basic Materials,Steel,NSE
SALSTEEL.NS,S.A.L. Steel Limited,Basic Materials,Steel,NSE
SAMBHV.NS,Sambhv Steel Tubes Ltd.,Basic Materials,Steel,NSE
SANDUMA.NS,The Sandur Manganese & Iron Ores Limited,Basic Materials,Steel,NSE
SARDAEN.NS,Sarda Energy & Minerals Limited,Basic Materials,Steel,NSE
SCODATUBES.NS,Scoda Tubes Ltd.,Basic Materials,Steel,NSE
SHAHALLOYS.NS,Shah Alloys Limited,Basic Materials,Steel,NSE
SHAH.NS,Shah Metacorp Ltd.,Basic Materials,Steel,NSE
SHIVAUM.NS,Shiv Aum Steels Ltd.,Basic Materials,Steel,NSE
SHYAMCENT.NS,Shyam Century Ferrous Limited,Basic Materials,Steel,NSE
SHYAMMETL.NS,Shyam Metalics and Energy Limited,Basic Materials,Steel,NSE
STEELCAS.NS,Steelcast Limited,Basic Materials,Steel,NSE
STEELXIND.NS,Steel Exchange India Limited,Basic Materials,Steel,NSE
SUNFLAG.NS,Sunflag Iron and Steel Company Limited,Basic Materials,Steel,NSE
SUPREMEENG.NS,Supreme Engineering Limited,Basic Materials,Steel,NSE
SURAJLTD.NS,Suraj Ltd,Basic Materials,Steel,NSE
SURANI.NS,Surani Steel Tubes Ltd.,Basic Materials,Steel,NSE
SURYAROSNI.NS,Surya Roshni Limited,Basic Materials,Steel,NSE
TATASTEEL.NS,Tata Steel Limited,Basic Materials,Steel,NSE
USHAMART.NS,Usha Martin Limited,Basic Materials,Steel,NSE
VASWANI.NS,Vaswani Industries Limited,Basic Materials,Steel,NSE
VENUSPIPES.NS,Venus Pipes and Tubes Limited,Basic Materials,Steel,NSE
VISASTEEL.NS,VISA Steel Limited,Basic Materials,Steel,NSE
VRAJ.NS,Vraj Iron and Steel Limited,Basic Materials,Steel,NSE
VSSL.NS,Vardhman Special Steels Limited,Basic Materials,Steel,NSE
VSTL.NS,Vibhor Steel Tubes Limited,Basic Materials,Steel,NSE
WELCORP.NS,Welspun Corp Limited,Basic Materials,Steel,NSE
ZENITHSTL.NS,Zenith Steel Pipes & Industries Limited,Basic Materials,Steel,NSE
AFFLE.NS,Affle (India) Limited,Communication Services,Advertising Agencies,NSE
BCG.NS,Brightcom Group Ltd.,Communication Services,Advertising Agencies,NSE
CRAYONS.NS,Crayons Advertising Ltd.,Communication Services,Advertising Agencies,NSE
GRAPHISAD.NS,Graphisads Ltd.,Communication Services,Advertising Agencies,NSE
MAXPOSURE.NS,Maxposure Ltd.,Communication Services,Advertising Agencies,NSE
RKSWAMY.NS,R K Swamy Limited,Communication Services,Advertising Agencies,NSE
SIGNPOST.NS,Signpost India Limited,Communication Services,Advertising Agencies,NSE
TOUCHWOOD.NS,Touchwood Entertainment Limited,Communication Services,Advertising Agencies,NSE
VERTOZ.NS,Vertoz Advertising Limited,Communication Services,Advertising Agencies,NSE
AQYLON.NS,Aqylon Nexus Limited,Communication Services,Broadcasting,NSE
BAGFILMS.NS,B.A.G. Films and Media Limited,Communication Services,Broadcasting,NSE
ENIL.NS,Entertainment Network (India) Limited,Communication Services,Broadcasting,NSE
NDTV.NS,New Delhi Television Limited,Communication Services,Broadcasting,NSE
NETWORK18.NS,Network18 Media & Investments Limited,Communication Services,Broadcasting,NSE
NEXTMEDIA.NS,Next Mediaworks Limited,Communication Services,Broadcasting,NSE
RADIOCITY.NS,Music Broadcast Limited,Communication Services,Broadcasting,NSE
RAJTV.NS,Raj Television Network Limited,Communication Services,Broadcasting,NSE
SUNTV.NS,Sun TV Network Limited,Communication Services,Broadcasting,NSE
TVTODAY.NS,T.V. Today Network Limited,Communication Services,Broadcasting,NSE
TVVISION.NS,TV Vision Limited,Communication Services,Broadcasting,NSE
ZEEL.NS,Zee Entertainment Enterprises Limited,Communication Services,Broadcasting,NSE
ZEEMEDIA.NS,Zee Media Corporation Limited,Communication Services,Broadcasting,NSE
BALAJITELE.NS,Balaji Telefilms Limited,Communication Services,Entertainment,NSE
BTML.NS,Bodhi Tree Multimedia Limited,Communication Services,Entertainment,NSE
CINEVISTA.NS,Cinevista Limited,Communication Services,Entertainment,NSE
CREATIVEYE.NS,Creative Eye Limited,Communication Services,Entertainment,NSE
DEN.NS,DEN Networks Limited,Communication Services,Entertainment,NSE
DISHTV.NS,Dish TV India Limited,Communication Services,Entertainment,NSE
GFLLIMITED.NS,GFL Limited,Communication Services,Entertainment,NSE
GTPL.NS,GTPL Hathway Limited,Communication Services,Entertainment,NSE
HATHWAY.NS,Hathway Cable and Datacom Limited,Communication Services,Entertainment,NSE
IMAGICAA.NS,Imagicaaworld Entertainment Limited,Communication Services,Entertainment,NSE
MUKTAARTS.NS,Mukta Arts Limited,Communication Services,Entertainment,NSE
NDLVENTURE.NS,NDL Ventures Ltd.,Communication Services,Entertainment,NSE
ORTEL.NS,Ortel Communications Ltd.,Communication Services,Entertainment,NSE
PFOCUS.NS,Prime Focus Limited,Communication Services,Entertainment,NSE
PNC.NS,Pritish Nandy Communications Ltd,Communication Services,Entertainment,NSE
PVRINOX.NS,PVR INOX Limited,Communication Services,Entertainment,NSE
RADAAN.NS,Radaan Mediaworks India Limited,Communication Services,Entertainment,NSE
SAREGAMA.NS,Saregama India Limited,Communication Services,Entertainment,NSE
SHEMAROO.NS,Shemaroo Entertainment Limited,Communication Services,Entertainment,NSE
SILLYMONKS.NS,Silly Monks Entertainment Limited,Communication Services,Entertainment,NSE
SITINET.NS,SITI Networks Limited,Communication Services,Entertainment,NSE
TIPSFILMS.NS,Tips Films Limited,Communication Services,Entertainment,NSE
TIPSMUSIC.NS,Tips Music Ltd.,Communication Services,Entertainment,NSE
UFO.NS,UFO Moviez India Limited,Communication Services,Entertainment,NSE
DGCONTENT.NS,Digicontent Limited,Communication Services,Internet Content & Information,NSE
ETERNAL.NS,Eternal Ltd.,Communication Services,Internet Content & Information,NSE
INDIAMART.NS,IndiaMART InterMESH Limited,Communication Services,Internet Content & Information,NSE
JUSTDIAL.NS,Just Dial Limited,Communication Services,Internet Content & Information,NSE
MATRIMONY.NS,Matrimony.com Limited,Communication Services,Internet Content & Information,NSE
NAUKRI.NS,Info Edge (India) Limited,Communication Services,Internet Content & Information,NSE
CYBERMEDIA.NS,Cyber Media (India) Limited,Communication Services,Publishing,NSE
DBCORP.NS,D. B. Corp Limited,Communication Services,Publishing,NSE
DNAMEDIA.NS,Diligent Media Corporation Limited,Communication Services,Publishing,NSE
HMVL.NS,Hindustan Media Ventures Limited,Communication Services,Publishing,NSE
HTMEDIA.NS,HT Media Limited,Communication Services,Publishing,NSE
JAGRAN.NS,Jagran Prakashan Limited,Communication Services,Publishing,NSE
MPSLTD.NS,MPS Limited,Communication Services,Publishing,NSE
NAVNETEDUL.NS,Navneet Education Limited,Communication Services,Publishing,NSE
SABEVENTS.NS,SAB Events & Governance Now Media Limited,Communication Services,Publishing,NSE
SAMBHAAV.NS,Sambhaav Media Limited,Communication Services,Publishing,NSE
SANDESH.NS,The Sandesh Limited,Communication Services,Publishing,NSE
SCHAND.NS,S Chand and Company Limited,Communication Services,Publishing,NSE
BHARTIARTL.NS,Bharti Airtel Limited,Communication Services,Telecommunications Services,NSE
BHARTIHEXA.NS,Bharti Hexacom Limited,Communication Services,Telecommunications Services,NSE
GTL.NS,GTL Limited,Communication Services,Telecommunications Services,NSE
IDEA.NS,Vodafone Idea Limited,Communication Services,Telecommunications Services,NSE
INDUSTOWER.NS,Indus Towers Limited,Communication Services,Telecommunications Services,NSE
MTNL.NS,Mahanagar Telephone Nigam Limited,Communication Services,Telecommunications Services,NSE
ONMOBILE.NS,OnMobile Global Limited,Communication Services,Telecommunications Services,NSE
RAILTEL.NS,RailTel Corporation of India Limited,Communication Services,Telecommunications Services,NSE
RCOM.NS,Reliance Communications Limited,Communication Services,Telecommunications Services,NSE
ROUTE.NS,Route Mobile Limited,Communication Services,Telecommunications Services,NSE
SUYOG.NS,Suyog Telematics Ltd,Communication Services,Telecommunications Services,NSE
TATACOMM.NS,Tata Communications Limited,Communication Services,Telecommunications Services,NSE
TTML.NS,Tata Teleservices (Maharashtra) Limited,Communication Services,Telecommunications Services,NSE
UNIINFO.NS,Uniinfo Telecom Services Limited,Communication Services,Telecommunications Services,NSE
AKI.NS,AKI India Limited,Consumer Cyclical,Apparel - Footwear & Accessories,NSE
BANARBEADS.NS,Banaras Beads Limited,Consumer Cyclical,Apparel - Footwear & Accessories,NSE
BATAINDIA.NS,Bata India Limited,Consumer Cyclical,Apparel - Footwear & Accessories,NSE
BCONCEPTS.NS,Brand Concepts Limited,Consumer Cyclical,Apparel - Footwear & Accessories,NSE
BIL.NS,Bhartiya International Ltd.,Consumer Cyclical,Apparel - Footwear & Accessories,NSE
CAMPUS.NS,Campus Activewear Limited,Consumer Cyclical,Apparel - Footwear & Accessories,NSE
CBAZAAR.NS,Net Avenue Technologies Ltd.,Consumer Cyclical,Apparel - Footwear & Accessories,NSE
CPS.NS,CPS Shapers Ltd.,Consumer Cyclical,Apparel - Footwear & Accessories,NSE
GRETEX.NS,Gretex Industries Ltd,Consumer Cyclical,Apparel - Footwear & Accessories,NSE
JAIPURKURT.NS,Nandani Creation Limited,Consumer Cyclical,Apparel - Footwear & Accessories,NSE
JIWANRAM.NS,Jiwanram Sheoduttrai Industries Ltd.,Consumer Cyclical,Apparel - Footwear & Accessories,NSE
KARNIKA.NS,Karnika Industries Ltd.,Consumer Cyclical,Apparel - Footwear & Accessories,NSE
KHADIM.NS,Khadim India Limited,Consumer Cyclical,Apparel - Footwear & Accessories,NSE
LIBERTSHOE.NS,Liberty Shoes Ltd.,Consumer Cyclical,Apparel - Footwear & Accessories,NSE
METROBRAND.NS,Metro Brands Limited,Consumer Cyclical,Apparel - Footwear & Accessories,NSE
MIRZAINT.NS,Mirza International Limited,Consumer Cyclical,Apparel - Footwear & Accessories,NSE
REDTAPE.NS,Redtape Limited,Consumer Cyclical,Apparel - Footwear & Accessories,NSE
RELAXO.NS,Relaxo Footwears Limited,Consumer Cyclical,Apparel - Footwear & Accessories,NSE
SAFARI.NS,Safari Industries (India) Limited,Consumer Cyclical,Apparel - Footwear & Accessories,NSE
SIGNORIA.NS,Signoria Creation Ltd.,Consumer Cyclical,Apparel - Footwear & Accessories,NSE
SREEL.NS,Sreeleathers Limited,Consumer Cyclical,Apparel - Footwear & Accessories,NSE
SUPERHOUSE.NS,Superhouse Limited,Consumer Cyclical,Apparel - Footwear & Accessories,NSE
VIPIND.NS,V.I.P. Industries Limited,Consumer Cyclical,Apparel - Footwear & Accessories,NSE
ABFRL.NS,Aditya Birla Fashion and Retail Limited,Consumer Cyclical,Apparel - Manufacturers,NSE
AKSHAR.NS,Akshar Spintex Limited,Consumer Cyclical,Apparel - Manufacturers,NSE
ALOKINDS.NS,Alok Industries Limited,Consumer Cyclical,Apparel - Manufacturers,NSE
AMBIKCO.NS,Ambika Cotton Mills Limited,Consumer Cyclical,Apparel - Manufacturers,NSE
ARVINDFASN.NS,Arvind Fashions Limited,Consumer Cyclical,Apparel - Manufacturers,NSE
ARVIND.NS,Arvind Limited,Consumer Cyclical,Apparel - Manufacturers,NSE
ASHIMASYN.NS,Ashima Limited,Consumer Cyclical,Apparel - Manufacturers,NSE
AXITA.NS,Axita Cotton Limited,Consumer Cyclical,Apparel - Manufacturers,NSE
AYMSYNTEX.NS,AYM Syntex Limited,Consumer Cyclical,Apparel - Manufacturers,NSE
BANG.NS,Bang Overseas Limited,Consumer Cyclical,Apparel - Manufacturers,NSE
BANSWRAS.NS,Banswara Syntex Limited,Consumer Cyclical,Apparel - Manufacturers,NSE
BASML.NS,Bannari Amman Spinning Mills Ltd,Consumer Cyclical,Apparel - Manufacturers,NSE
BHANDARI.NS,Bhandari Hosiery Exports Limited,Consumer Cyclical,Apparel - Manufacturers,NSE
BOMDYEING.NS,The Bombay Dyeing and Manufacturing Company Limited,Consumer Cyclical,Apparel - Manufacturers,NSE
BSL.NS,BSL Limited,Consumer Cyclical,Apparel - Manufacturers,NSE
CANTABIL.NS,Cantabil Retail India Limited,Consumer Cyclical,Apparel - Manufacturers,NSE
CELEBRITY.NS,Celebrity Fashions Limited,Consumer Cyclical,Apparel - Manufacturers,NSE
CENTENKA.NS,Century Enka Limited,Consumer Cyclical,Apparel - Manufacturers,NSE
CHEVIOT.NS,Cheviot Company Limited,Consumer Cyclical,Apparel - Manufacturers,NSE
DAMODARIND.NS,Damodar Industries Limited,Consumer Cyclical,Apparel - Manufacturers,NSE
DCMNVL.NS,DCM Nouvelle Limited,Consumer Cyclical,Apparel - Manufacturers,NSE
DOLLAR.NS,Dollar Industries Limited,Consumer Cyclical,Apparel - Manufacturers,NSE
DONEAR.NS,Donear Industries Limited,Consumer Cyclical,Apparel - Manufacturers,NSE
EASTSILK.NS,Eastern Silk Industries Ltd.,Consumer Cyclical,Apparel - Manufacturers,NSE
EUROTEXIND.NS,Eurotex Industries and Exports Limited,Consumer Cyclical,Apparel - Manufacturers,NSE
FAZE3Q.NS,Faze Three Limited,Consumer Cyclical,Apparel - Manufacturers,NSE
FIBERWEB.NS,Fiberweb (India) Limited,Consumer Cyclical,Apparel - Manufacturers,NSE
FILATEX.NS,Filatex India Limited,Consumer Cyclical,Apparel - Manufacturers,NSE
FILATFASH.NS,Filatex Fashions Ltd.,Consumer Cyclical,Apparel - Manufacturers,NSE
FLEXITUFF.NS,Flexituff Ventures International Limited,Consumer Cyclical,Apparel - Manufacturers,NSE
FLFL.NS,Future Lifestyle Fashions Limited,Consumer Cyclical,Apparel - Manufacturers,NSE
GANECOS.NS,Ganesha Ecosphere Limited,Consumer Cyclical,Apparel - Manufacturers,NSE
GARFIBRES.NS,Garware Technical Fibres Limited,Consumer Cyclical,Apparel - Manufacturers,NSE
GHCLTEXTIL.NS,GHCL Textiles Limited,Consumer Cyclical,Apparel - Manufacturers,NSE
GINNIFILA.NS,Ginni Filaments Limited,Consumer Cyclical,Apparel - Manufacturers,NSE
GOKEX.NS,Gokaldas Exports Limited,Consumer Cyclical,Apparel - Manufacturers,NSE
HIMATSEIDE.NS,Himatsingka Seide Limited,Consumer Cyclical,Apparel - Manufacturers,NSE
ICIL.NS,Indo Count Industries Limited,Consumer Cyclical,Apparel - Manufacturers,NSE
INDIANCARD.NS,The Indian Card Clothing Company Limited,Consumer Cyclical,Apparel - Manufacturers,NSE
INDORAMA.NS,Indo Rama Synthetics (India) Limited,Consumer Cyclical,Apparel - Manufacturers,NSE
INDTERRAIN.NS,Indian Terrain Fashions Limited,Consumer Cyclical,Apparel - Manufacturers,NSE
IRISDOREME.NS,Iris Clothings Limited,Consumer Cyclical,Apparel - Manufacturers,NSE
JINDWORLD.NS,Jindal Worldwide Limited,Consumer Cyclical,Apparel - Manufacturers,NSE
KITEX.NS,Kitex Garments Limited,Consumer Cyclical,Apparel - Manufacturers,NSE
KKCL.NS,Kewal Kiran Clothing Limited,Consumer Cyclical,Apparel - Manufacturers,NSE
KPRMILL.NS,K.P.R. Mill Limited,Consumer Cyclical,Apparel - Manufacturers,NSE
LAGNAM.NS,Lagnam Spintex Limited,Consumer Cyclical,Apparel - Manufacturers,NSE
LAL.NS,Lorenzini Apparels Limited,Consumer Cyclical,Apparel - Manufacturers,NSE
LAMBODHARA.NS,Lambodhara Textiles Limited,Consumer Cyclical,Apparel - Manufacturers,NSE
LAXMICOT.NS,Laxmi Cotspin Limited,Consumer Cyclical,Apparel - Manufacturers,NSE
LIBAS.NS,Libas Consumer Products Limited,Consumer Cyclical,Apparel - Manufacturers,NSE
LOVABLE.NS,Lovable Lingerie Limited,Consumer Cyclical,Apparel - Manufacturers,NSE
LOYALTEX.NS,Loyal Textile Mills Limited,Consumer Cyclical,Apparel - Manufacturers,NSE
LUXIND.NS,Lux Industries Limited,Consumer Cyclical,Apparel - Manufacturers,NSE
MARALOVER.NS,Maral Overseas Limited,Consumer Cyclical,Apparel - Manufacturers,NSE
MAYURUNIQ.NS,Mayur Uniquoters Limited,Consumer Cyclical,Apparel - Manufacturers,NSE
MHLXMIRU.NS,Mahalaxmi Rubtech Limited,Consumer Cyclical,Apparel - Manufacturers,NSE
MITTAL.NS,Mittal Life Style Limited,Consumer Cyclical,Apparel - Manufacturers,NSE
MOHITIND.NS,Mohit Industries Limited,Consumer Cyclical,Apparel - Manufacturers,NSE
MONTECARLO.NS,Monte Carlo Fashions Limited,Consumer Cyclical,Apparel - Manufacturers,NSE
